base_template_file_id	sub_doc_name	template_file_id	select_sql	key_id	max_count	sort	besshi_number
F1_2	実習実施者（勤務先）-別紙（事業所複数未選択）	F1_2e	SELECT * FROM (( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern I ON I.company_office_id = CO.company_office_id WHERE I.intern_id = @intern_id ) UNION ( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern_company_office_select ICOS ON CO.company_office_id = ICOS.company_office_id WHERE ICOS.intern_id = @intern_id )) AS TBL GROUP BY TBL.company_office_id	intern_id	1	1	1
F1_3	実習実施者（勤務先）-別紙（事業所複数未選択）	F1_3e	SELECT * FROM (( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern I ON I.company_office_id = CO.company_office_id WHERE I.intern_id = @intern_id ) UNION ( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern_company_office_select ICOS ON CO.company_office_id = ICOS.company_office_id WHERE ICOS.intern_id = @intern_id )) AS TBL GROUP BY TBL.company_office_id	intern_id	1	1	1
F2_1	実習実施者（勤務先）-別紙（事業所複数未選択）	F2_1e	SELECT * FROM (( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern I ON I.company_office_id = CO.company_office_id WHERE I.intern_id = @intern_id ) UNION ( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern_company_office_select ICOS ON CO.company_office_id = ICOS.company_office_id WHERE ICOS.intern_id = @intern_id )) AS TBL GROUP BY TBL.company_office_id	intern_id	1	1	1
F2_2	実習実施者（勤務先）-別紙（事業所複数未選択）	F2_2e	SELECT * FROM (( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern I ON I.company_office_id = CO.company_office_id WHERE I.intern_id = @intern_id ) UNION ( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern_company_office_select ICOS ON CO.company_office_id = ICOS.company_office_id WHERE ICOS.intern_id = @intern_id )) AS TBL GROUP BY TBL.company_office_id	intern_id	1	1	1
F2_3	実習実施者（勤務先）-別紙（事業所複数未選択）	F2_3e	SELECT * FROM (( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern I ON I.company_office_id = CO.company_office_id WHERE I.intern_id = @intern_id ) UNION ( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern_company_office_select ICOS ON CO.company_office_id = ICOS.company_office_id WHERE ICOS.intern_id = @intern_id )) AS TBL GROUP BY TBL.company_office_id	intern_id	1	1	1
F3_1	実習実施者（勤務先）-別紙（事業所複数未選択）	F3_1e	SELECT * FROM (( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern I ON I.company_office_id = CO.company_office_id WHERE I.intern_id = @intern_id ) UNION ( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern_company_office_select ICOS ON CO.company_office_id = ICOS.company_office_id WHERE ICOS.intern_id = @intern_id )) AS TBL GROUP BY TBL.company_office_id	intern_id	1	1	1
F3_2	実習実施者（勤務先）-別紙（事業所複数未選択）	F3_2e	SELECT * FROM (( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern I ON I.company_office_id = CO.company_office_id WHERE I.intern_id = @intern_id ) UNION ( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern_company_office_select ICOS ON CO.company_office_id = ICOS.company_office_id WHERE ICOS.intern_id = @intern_id )) AS TBL GROUP BY TBL.company_office_id	intern_id	1	1	1
F3_3	実習実施者（勤務先）-別紙（事業所複数未選択）	F3_3e	SELECT * FROM (( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern I ON I.company_office_id = CO.company_office_id WHERE I.intern_id = @intern_id ) UNION ( SELECT CO.company_office_id, CO.company_office_name, CO.company_office_phonetic, CO.company_office_address, CO.company_office_post, CO.company_office_tel FROM company_office CO INNER JOIN intern_company_office_select ICOS ON CO.company_office_id = ICOS.company_office_id WHERE ICOS.intern_id = @intern_id )) AS TBL GROUP BY TBL.company_office_id	intern_id	1	1	1
F4_1	実習実施者（所属機関用１Ｕ 勤務先）-別紙	F4_1f			0	2	2
F4_2	実習実施者（所属機関用１Ｕ 勤務先）-別紙	F4_2f			0	2	2
F4_3	実習実施者（所属機関用１Ｕ 勤務先）-別紙	F4_3f			0	2	2
F5_1	実習実施者（所属機関用１Ｕ 勤務先）-別紙	F5_1f			0	2	2
F5_2	実習実施者（所属機関用１Ｕ 勤務先）-別紙	F5_2f			0	2	2
F5_3	実習実施者（所属機関用１Ｕ 勤務先）-別紙	F5_3f			0	2	2
F4_1	実習実施者（申請人用３Ｕ 勤務先）-別紙	F4_1e			0	1	1
F4_2	実習実施者（申請人用３Ｕ 勤務先）-別紙	F4_2e			0	1	1
F4_3	実習実施者（申請人用３Ｕ 勤務先）-別紙	F4_3e			0	1	1
F5_1	実習実施者（申請人用３Ｕ 勤務先）-別紙	F5_1e			0	1	1
F5_2	実習実施者（申請人用３Ｕ 勤務先）-別紙	F5_2e			0	1	1
F5_3	実習実施者（申請人用３Ｕ 勤務先）-別紙	F5_3e			0	1	1
D10_1	実習生一覧-別紙	D10_1	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) ORDER BY I.entry_date, I.Z228	intern_id	3	1	1
D10_2	実習生一覧-別紙	D10_2	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) ORDER BY I.entry_date, I.Z228	intern_id	3	1	1
D10_3	実習生一覧-別紙	D10_3	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) ORDER BY I.entry_date, I.Z228	intern_id	3	1	1
D16-2_1	実習生一覧-別紙	D16-2_1	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) AND ( CASE WHEN ((I2.status_id BETWEEN 10 AND 16) OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 10 AND 16) OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND ( CASE WHEN I2.hoursalary IS NULL THEN I.hoursalary IS NULL ELSE I.hoursalary = I2.hoursalary END ) AND ( CASE WHEN I2.monthsalary IS NULL THEN I.monthsalary IS NULL ELSE I.monthsalary = I2.monthsalary END ) WHEN ((I2.status_id BETWEEN 17 AND 25) OR I2.status_id = 27 OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND ( CASE WHEN I2.hoursalary IS NULL THEN I.hoursalary IS NULL ELSE I.hoursalary = I2.hoursalary END ) AND ( CASE WHEN I2.monthsalary IS NULL THEN I.monthsalary IS NULL ELSE I.monthsalary = I2.monthsalary END ) AND ( CASE WHEN I2.hoursalary2 IS NULL THEN I.hoursalary2 IS NULL ELSE I.hoursalary2 = I2.hoursalary2 END ) AND ( CASE WHEN I2.monthsalary2 IS NULL THEN I.monthsalary2 IS NULL ELSE I.monthsalary2 = I2.monthsalary2 END ) WHEN ((I2.status_id BETWEEN 30 AND 39) OR I2.status_id = 26 OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND ( CASE WHEN I2.hoursalary IS NULL THEN I.hoursalary IS NULL ELSE I.hoursalary = I2.hoursalary END ) AND ( CASE WHEN I2.monthsalary IS NULL THEN I.monthsalary IS NULL ELSE I.monthsalary = I2.monthsalary END ) AND ( CASE WHEN I2.hoursalary2 IS NULL THEN I.hoursalary2 IS NULL ELSE I.hoursalary2 = I2.hoursalary2 END ) AND ( CASE WHEN I2.monthsalary2 IS NULL THEN I.monthsalary2 IS NULL ELSE I.monthsalary2 = I2.monthsalary2 END ) AND ( CASE WHEN I2.hoursalary3 IS NULL THEN I.hoursalary3 IS NULL ELSE I.hoursalary3 = I2.hoursalary3 END ) AND ( CASE WHEN I2.monthsalary3 IS NULL THEN I.monthsalary3 IS NULL ELSE I.monthsalary3 = I2.monthsalary3 END ) END ) GROUP BY I.intern_id ORDER BY ips.sort, I.entry_date, I.Z228	intern_id	3	1	1
D16-2_2	実習生一覧-別紙	D16-2_2	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) AND ( CASE WHEN ((I2.status_id BETWEEN 10 AND 16) OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 10 AND 16) OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND ( CASE WHEN I2.hoursalary IS NULL THEN I.hoursalary IS NULL ELSE I.hoursalary = I2.hoursalary END ) AND ( CASE WHEN I2.monthsalary IS NULL THEN I.monthsalary IS NULL ELSE I.monthsalary = I2.monthsalary END ) WHEN ((I2.status_id BETWEEN 17 AND 25) OR I2.status_id = 27 OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND ( CASE WHEN I2.hoursalary IS NULL THEN I.hoursalary IS NULL ELSE I.hoursalary = I2.hoursalary END ) AND ( CASE WHEN I2.monthsalary IS NULL THEN I.monthsalary IS NULL ELSE I.monthsalary = I2.monthsalary END ) AND ( CASE WHEN I2.hoursalary2 IS NULL THEN I.hoursalary2 IS NULL ELSE I.hoursalary2 = I2.hoursalary2 END ) AND ( CASE WHEN I2.monthsalary2 IS NULL THEN I.monthsalary2 IS NULL ELSE I.monthsalary2 = I2.monthsalary2 END ) WHEN ((I2.status_id BETWEEN 30 AND 39) OR I2.status_id = 26 OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND ( CASE WHEN I2.hoursalary IS NULL THEN I.hoursalary IS NULL ELSE I.hoursalary = I2.hoursalary END ) AND ( CASE WHEN I2.monthsalary IS NULL THEN I.monthsalary IS NULL ELSE I.monthsalary = I2.monthsalary END ) AND ( CASE WHEN I2.hoursalary2 IS NULL THEN I.hoursalary2 IS NULL ELSE I.hoursalary2 = I2.hoursalary2 END ) AND ( CASE WHEN I2.monthsalary2 IS NULL THEN I.monthsalary2 IS NULL ELSE I.monthsalary2 = I2.monthsalary2 END ) AND ( CASE WHEN I2.hoursalary3 IS NULL THEN I.hoursalary3 IS NULL ELSE I.hoursalary3 = I2.hoursalary3 END ) AND ( CASE WHEN I2.monthsalary3 IS NULL THEN I.monthsalary3 IS NULL ELSE I.monthsalary3 = I2.monthsalary3 END ) END ) GROUP BY I.intern_id ORDER BY ips.sort, I.entry_date, I.Z228	intern_id	3	1	1
D16-2_3	実習生一覧-別紙	D16-2_3	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) AND ( CASE WHEN ((I2.status_id BETWEEN 10 AND 16) OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 10 AND 16) OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND ( CASE WHEN I2.hoursalary IS NULL THEN I.hoursalary IS NULL ELSE I.hoursalary = I2.hoursalary END ) AND ( CASE WHEN I2.monthsalary IS NULL THEN I.monthsalary IS NULL ELSE I.monthsalary = I2.monthsalary END ) WHEN ((I2.status_id BETWEEN 17 AND 25) OR I2.status_id = 27 OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND ( CASE WHEN I2.hoursalary IS NULL THEN I.hoursalary IS NULL ELSE I.hoursalary = I2.hoursalary END ) AND ( CASE WHEN I2.monthsalary IS NULL THEN I.monthsalary IS NULL ELSE I.monthsalary = I2.monthsalary END ) AND ( CASE WHEN I2.hoursalary2 IS NULL THEN I.hoursalary2 IS NULL ELSE I.hoursalary2 = I2.hoursalary2 END ) AND ( CASE WHEN I2.monthsalary2 IS NULL THEN I.monthsalary2 IS NULL ELSE I.monthsalary2 = I2.monthsalary2 END ) WHEN ((I2.status_id BETWEEN 30 AND 39) OR I2.status_id = 26 OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND ( CASE WHEN I2.hoursalary IS NULL THEN I.hoursalary IS NULL ELSE I.hoursalary = I2.hoursalary END ) AND ( CASE WHEN I2.monthsalary IS NULL THEN I.monthsalary IS NULL ELSE I.monthsalary = I2.monthsalary END ) AND ( CASE WHEN I2.hoursalary2 IS NULL THEN I.hoursalary2 IS NULL ELSE I.hoursalary2 = I2.hoursalary2 END ) AND ( CASE WHEN I2.monthsalary2 IS NULL THEN I.monthsalary2 IS NULL ELSE I.monthsalary2 = I2.monthsalary2 END ) AND ( CASE WHEN I2.hoursalary3 IS NULL THEN I.hoursalary3 IS NULL ELSE I.hoursalary3 = I2.hoursalary3 END ) AND ( CASE WHEN I2.monthsalary3 IS NULL THEN I.monthsalary3 IS NULL ELSE I.monthsalary3 = I2.monthsalary3 END ) END ) GROUP BY I.intern_id ORDER BY ips.sort, I.entry_date, I.Z228	intern_id	3	1	1
