user_columns_setting_id	user_id	list_type	column_name	column_group_name	display_number	column_width
6620		Intern_KanriGroupStaff	技能実習への関与歴		23	0
6621		Intern_KanriGroupStaff	技能実習に係る監理・指導等の経歴		24	0
6622		Intern_KanriGroupStaff	作成指導を行うこととなる取扱職種についての経験年数		25	0
6623		Intern_KanriGroupStaff	作成指導を行うこととなる取扱職種に係る技能実習計画作成の指導歴		26	0
6624		Intern_KanriGroupStaff	識別コード		27	0
6625		Intern_KanriGroupStaff	備考欄（自由記載項目）		28	0
6626		Intern_KanriGroupOrgan	ID		1	0
6627		Intern_KanriGroupOrgan	送出機関名		2	0
6628		Intern_KanriGroupOrgan	呼称		3	0
6629		Intern_KanriGroupOrgan	住所		4	0
6630		Intern_KanriGroupOrgan	電話番号		5	0
6631		Intern_KanriGroupOrgan	メールアドレス		6	0
6632		Intern_KanriGroupOrgan	主要業務		7	0
6633		Intern_KanriGroupOrgan	国籍		8	0
6634		Intern_KanriGroupOrgan	設立年月日		9	0
6635		Intern_KanriGroupOrgan	資本金		10	0
6636		Intern_KanriGroupOrgan	売上		11	0
6637		Intern_KanriGroupOrgan	常勤数		12	0
6638		Intern_KanriGroupOrgan	代表者名		13	0
6639		Intern_KanriGroupOrgan	役職		14	0
6640		Intern_KanriGroupOrgan	識別コード		15	0
6641		Intern_KanriGroupOrgan	備考欄（自由記載項目）		16	0
6642		Intern_KanriGroupLecture	ID		1	0
6643		Intern_KanriGroupLecture	講習施設名		2	0
6644		Intern_KanriGroupLecture	電話番号		3	0
6645		Intern_KanriGroupLecture	郵便番号		4	0
6646		Intern_KanriGroupLecture	所在地		5	0
6647		Intern_KanriGroupLecture	①氏名		6	0
6648		Intern_KanriGroupLecture	①職業		7	0
6649		Intern_KanriGroupLecture	①所属機関		8	0
6650		Intern_KanriGroupLecture	①専門的知識の経歴		9	0
6651		Intern_KanriGroupLecture	①資格・免許		10	0
6652		Intern_KanriGroupLecture	②氏名		11	0
6653		Intern_KanriGroupLecture	②職業		12	0
6654		Intern_KanriGroupLecture	②所属機関		13	0
6655		Intern_KanriGroupLecture	②専門的知識の経歴		14	0
6656		Intern_KanriGroupLecture	②資格・免許		15	0
6657		Intern_KanriGroupLecture	③氏名		16	0
6658		Intern_KanriGroupLecture	③職業		17	0
6659		Intern_KanriGroupLecture	③所属機関		18	0
6660		Intern_KanriGroupLecture	③専門的知識の経歴		19	0
6661		Intern_KanriGroupLecture	③資格・免許		20	0
6662		Intern_KanriGroupLecture	④氏名		21	0
6663		Intern_KanriGroupLecture	④職業		22	0
6664		Intern_KanriGroupLecture	④所属機関		23	0
6665		Intern_KanriGroupLecture	④専門的知識の経歴		24	0
6666		Intern_KanriGroupLecture	④資格・免許		25	0
6667		Intern_KanriGroupLecture	⑤氏名		26	0
6668		Intern_KanriGroupLecture	⑤職業		27	0
6669		Intern_KanriGroupLecture	⑤所属機関		28	0
6670		Intern_KanriGroupLecture	⑤専門的知識の経歴		29	0
6671		Intern_KanriGroupLecture	⑤資格・免許		30	0
6672		Intern_KanriGroupLecture	講習手当 ①支給の有無		31	0
6673		Intern_KanriGroupLecture	講習手当 ②備考		32	0
6674		Intern_KanriGroupLecture	食費 ①支給の有無		33	0
6675		Intern_KanriGroupLecture	食費 ②技能実習生の負担の有無		34	0
6676		Intern_KanriGroupLecture	食費 ③備考		35	0
6677		Intern_KanriGroupLecture	居住費 ①支給の有無		36	0
6678		Intern_KanriGroupLecture	居住費 ②技能実習生の負担の有無		37	0
6679		Intern_KanriGroupLecture	居住費 ③形態		38	0
6680		Intern_KanriGroupLecture	居住費 ④名称		39	0
6681		Intern_KanriGroupLecture	居住費 ⑤-1　電話番号		40	0
6682		Intern_KanriGroupLecture	居住費 ⑤-2　郵便番号		41	0
6683		Intern_KanriGroupLecture	居住費 ⑤-3,⑤-4　住所		42	0
6684		Intern_KanriGroupLecture	居住費 ⑥規模		43	0
6685		Intern_KanriGroupLecture	その他		44	0
6686		Intern_KanriGroupLecture	識別コード		45	0
6687		Intern_KanriGroupLecture	備考欄（自由記載項目）		46	0
6688		Intern_Company	ID		1	0
6689		Intern_Company	実施者名		2	0
6690		Intern_Company	実施者名（かな）		3	0
6691		Intern_Company	電話番号		4	0
6692		Intern_Company	FAX番号		5	0
6693		Intern_Company	郵便番号		6	0
6694		Intern_Company	住所		7	0
6695		Intern_Company	資本金		8	0
6696		Intern_Company	法人番号		9	0
6697		Intern_Company	労働保険番号		10	0
6698		Intern_Company	業種 大分類		11	0
6699		Intern_Company	業種 小分類		12	0
6700		Intern_Company	主要商品		13	0
6701		Intern_Company	職種		14	0
6702		Intern_Company	業務内容		15	0
6703		Intern_Company	事業区分		16	0
6704		Intern_Company	届出受理番号		17	0
6705		Intern_Company	届出受理日付		18	0
6706		Intern_Company	前年度売上		20	0
6707		Intern_Company	前年度経常損益		21	0
6708		Intern_Company	前年度当期純損益		22	0
6709		Intern_Company	常勤人数（事務員）		23	0
6710		Intern_Company	常勤人数（現場部員）		24	0
6711		Intern_Company	常勤人数（合計）		25	0
6712		Intern_Company	外国人数		26	0
6713		Intern_Company	総合計		27	0
6714		Intern_Company	優良要件適合		28	0
6715		Intern_Company	契約更新の有無		29	0
6716		Intern_Company	労働条件等 就業規則①		30	0
6717		Intern_Company	労働条件等 就業規則②		31	0
6718		Intern_Company	労働条件等 就業規則③		32	0
6719		Intern_Company	休日 定休日：毎週		33	0
6720		Intern_Company	休日 非定休日：週・月あたり		34	0
6721		Intern_Company	休日 就業規則①		35	0
6722		Intern_Company	休日 就業規則②		36	0
6723		Intern_Company	休暇 就業規則①		37	0
6724		Intern_Company	休暇 就業規則②		38	0
6725		Intern_Company	退職 自己都合退職の手続き		39	0
6726		Intern_Company	退職 就業規則①		40	0
6727		Intern_Company	退職 就業規則②		41	0
6728		Intern_Company	【1号】①記入の有無		42	0
6729		Intern_Company	【1号】①比較対象となる日本人労働者の職務内容や責任の程度		43	0
6730		Intern_Company	【1号】①比較対象となる日本人労働者の年齢、性別および経験年数		44	0
6731		Intern_Company	【1号】①比較対象となる日本人労働者の報酬		45	0
6732		Intern_Company	【1号】①技能実習生に対する報酬の理由		46	0
6733		Intern_Company	【1号】①その他		47	0
6734		Intern_Company	【1号】②記入の有無		48	0
6735		Intern_Company	【1号】②最も近い職務を担う日本人労働者の職務内容や責任の程度		49	0
6736		Intern_Company	【1号】②最も近い職務を担う日本人労働者の年齢、性別および経験年数		50	0
6737		Intern_Company	【1号】②最も近い職務を担う日本人労働者の報酬		51	0
6738		Intern_Company	【1号】②賃金規定の有無及び賃金規定に基づく賃金		52	0
6739		Intern_Company	【1号】②技能実習生に対する報酬の理由		53	0
6740		Intern_Company	【1号】②その他		54	0
6741		Intern_Company	【2号】①記入の有無		55	0
6742		Intern_Company	【2号】①比較対象となる日本人労働者の職務内容や責任の程度		56	0
6743		Intern_Company	【2号】①比較対象となる日本人労働者の年齢、性別および経験年数		57	0
6744		Intern_Company	【2号】①比較対象となる日本人労働者の報酬		58	0
6745		Intern_Company	【2号】①技能実習生に対する報酬の理由		59	0
6746		Intern_Company	【2号】①その他		60	0
6747		Intern_Company	【2号】②記入の有無		61	0
6748		Intern_Company	【2号】②最も近い職務を担う日本人労働者の職務内容や責任の程度		62	0
6749		Intern_Company	【2号】②最も近い職務を担う日本人労働者の年齢、性別および経験年数		63	0
6750		Intern_Company	【2号】②最も近い職務を担う日本人労働者の報酬		64	0
6751		Intern_Company	【2号】②賃金規定の有無及び賃金規定に基づく賃金		65	0
6752		Intern_Company	【2号】②技能実習生に対する報酬の理由		66	0
6753		Intern_Company	【2号】②その他		67	0
6754		Intern_Company	【3号】①記入の有無		68	0
6755		Intern_Company	【3号】①比較対象となる日本人労働者の職務内容や責任の程度		69	0
6756		Intern_Company	【3号】①比較対象となる日本人労働者の年齢、性別および経験年数		70	0
6757		Intern_Company	【3号】①比較対象となる日本人労働者の報酬		71	0
6758		Intern_Company	【3号】①技能実習生に対する報酬の理由		72	0
6759		Intern_Company	【3号】①その他		73	0
6760		Intern_Company	【3号】②記入の有無		74	0
6761		Intern_Company	【3号】②最も近い職務を担う日本人労働者の職務内容や責任の程度		75	0
6762		Intern_Company	【3号】②最も近い職務を担う日本人労働者の年齢、性別および経験年数		76	0
6763		Intern_Company	【3号】②最も近い職務を担う日本人労働者の報酬		77	0
6764		Intern_Company	【3号】②賃金規定の有無及び賃金規定に基づく賃金		78	0
6765		Intern_Company	【3号】②技能実習生に対する報酬の理由		79	0
6766		Intern_Company	【3号】②その他		80	0
6767		Intern_Company	技能実習を行わせるに至った経緯		81	0
6768		Intern_Company	技能実習の必要性		82	0
6769		Intern_Company	技能実習（規則第２条第２号）		83	0
6770		Intern_Company	技能実習（規則第３条第２号）		84	0
6771		Intern_Company	技能実習（規則第16条第１項第２号）		85	0
6772		Intern_Company	それぞれの職種及び作業に係る技能等が相互に関連している理由		86	0
6773		Intern_Company	複数の職種及び作業に係る技能実習を行う合理的な理由		87	0
6774		Intern_Company	識別コード（自由記載項目）		88	0
6775		Intern_Company	備考欄（自由記載項目）		89	0
6776		Intern_CompanyOffice	ID		1	0
6777		Intern_CompanyOffice	所属実施者名		2	0
6778		Intern_CompanyOffice	事業所名		3	0
6779		Intern_CompanyOffice	事業所名（かな）		4	0
6780		Intern_CompanyOffice	電話番号		5	0
6781		Intern_CompanyOffice	郵便番号		6	0
6782		Intern_CompanyOffice	所在地		7	0
6783		Intern_CompanyOffice	労働保険番号		8	0
6784		Intern_CompanyOffice	事務員		9	0
6785		Intern_CompanyOffice	現場部員		10	0
6786		Intern_CompanyOffice	合計		11	0
6787		Intern_CompanyOffice	施設の類型種別コード		12	0
6788		Intern_CompanyOffice	事業の類型種別コード		13	0
6789		Intern_CompanyOffice	指定等を受けた行政庁		14	0
6790		Intern_CompanyOffice	常勤の介護職員数		15	0
6791		Intern_CompanyOffice	技能実習指導員数		16	0
6792		Intern_CompanyOffice	識別コード		17	0
6793		Intern_CompanyOffice	備考欄（自由記載項目）		18	0
6794		Intern_CompanyStaff	ID		1	0
6795		Intern_CompanyStaff	名前		2	0
6796		Intern_CompanyStaff	よみがな		3	0
6797		Intern_CompanyStaff	生年月日		4	0
6798		Intern_CompanyStaff	性別		5	0
6799		Intern_CompanyStaff	国籍		6	0
6800		Intern_CompanyStaff	代表番号		7	0
6801		Intern_CompanyStaff	郵便番号		8	0
6802		Intern_CompanyStaff	住所		9	0
6803		Intern_CompanyStaff	メールアドレス		10	0
6804		Intern_CompanyStaff	住民票提出		11	0
6805		Intern_CompanyStaff	所属実施者名		12	0
6806		Intern_CompanyStaff	実習事業所名		13	0
6807		Intern_CompanyStaff	担当部署		14	0
6808		Intern_CompanyStaff	役職		15	0
6809		Intern_CompanyStaff	代表取締役		16	0
6810		Intern_CompanyStaff	役員		17	0
6811		Intern_CompanyStaff	実習責任者		18	0
6812		Intern_CompanyStaff	実習指導員		19	0
6813		Intern_CompanyStaff	生活指導員		20	0
6814		Intern_CompanyStaff	調整担当者		21	0
6815		Intern_CompanyStaff	連絡担当		22	0
6816		Intern_CompanyStaff	資格・免許		23	0
6817		Intern_CompanyStaff	技能実習に係る指導・監督等の経歴		24	0
6818		Intern_CompanyStaff	指導する技能等の経験年数１		25	0
6819		Intern_CompanyStaff	指導する技能等の経験年数２		26	0
6820		Intern_CompanyStaff	識別コード		27	0
6821		Intern_CompanyStaff	備考欄（自由記載項目）		28	0
6822		Intern_CompanyHotel	ID		1	0
6823		Intern_CompanyHotel	施設形態		2	0
6824		Intern_CompanyHotel	形態「その他」の詳細		3	0
6825		Intern_CompanyHotel	宿泊施設名		4	0
6826		Intern_CompanyHotel	代表番号		5	0
6827		Intern_CompanyHotel	郵便番号		6	0
6828		Intern_CompanyHotel	住所		7	0
6829		Intern_CompanyHotel	施設総面積		8	0
6830		Intern_CompanyHotel	収容人員数		9	0
6831		Intern_CompanyHotel	1人あたりの居室面積		10	0
6832		Intern_CompanyHotel	提供者区分		11	0
6833		Intern_CompanyHotel	提供する実施者名		12	0
6834		Intern_CompanyHotel	技能実習生の負担額詳細		13	0
6835		Intern_CompanyHotel	その他備考		14	0
6836		Intern_CompanyHotel	識別コード		15	0
6837		Intern_CompanyHotel	備考欄（自由記載項目）		16	0
6838		Intern_Intern	ID		1	0
6839		Intern_Intern	表示順		2	0
6840		Intern_Intern	組期		3	0
6841		Intern_Intern	社期		4	0
6842		Intern_Intern	実施者名		5	0
6843		Intern_Intern	名前（ローマ字）		6	0
6844		Intern_Intern	名前（漢字）		7	0
6845		Intern_Intern	名前（ヨミガナ）		8	0
6846		Intern_Intern	生年月日		9	0
6847		Intern_Intern	性別		10	0
6848		Intern_Intern	配偶者		11	0
6849		Intern_Intern	国籍		12	0
6850		Intern_Intern	母国語		13	0
6851		Intern_Intern	日本国内での職業		14	0
6852		Intern_Intern	携帯電話番号		15	0
6853		Intern_Intern	出生地		16	0
6854		Intern_Intern	本国における住居地		17	0
6855		Intern_Intern	在籍状況		18	0
6856		Intern_Intern	帰国・失踪日		19	0
6857		Intern_Intern	実習再開日		20	0
6858		Intern_Intern	新制度対応		21	0
6859		Intern_Intern	実習中の移籍歴		22	0
6860		Intern_Intern	移籍日		23	0
6861		Intern_Intern	送り出し機関名		24	0
6862		Intern_Intern	実習事業所		25	0
6863		Intern_Intern	宿泊施設		26	0
6864		Intern_Intern	勤務先名称		27	0
6865		Intern_Intern	郵便番号		28	0
6866		Intern_Intern	住所		29	0
6867		Intern_Intern	移行職種①		30	0
6868		Intern_Intern	移行職種②		31	0
6869		Intern_Intern	移行職種③		32	0
6870		Intern_Intern	移行職種以外の場合		33	0
6871		Intern_Intern	入国予定日		34	0
6872		Intern_Intern	入国日		35	0
6873		Intern_Intern	予定帰国期間		36	0
6874		Intern_Intern	入国前講習の有無		37	0
6875		Intern_Intern	講習施設		38	0
6876		Intern_Intern	入国後講習期間		39	0
6877		Intern_Intern	実習1号 認定日		40	0
6878		Intern_Intern	実習1号 認定番号		41	0
6879		Intern_Intern	実習1号 実施期間		42	0
6880		Intern_Intern	実習2号 認定日		43	0
6881		Intern_Intern	実習2号 認定番号		44	0
6882		Intern_Intern	実習2号 実施期間		45	0
6883		Intern_Intern	実習3号 認定日		46	0
6884		Intern_Intern	実習3号 認定番号		47	0
6885		Intern_Intern	実習3号 実施期間		48	0
6886		Intern_Intern	雇用契約期間の定め		49	0
6887		Intern_Intern	雇用契約期間		50	0
6888		Intern_Intern	実習期間		51	0
6889		Intern_Intern	勤務時間		52	0
6890		Intern_Intern	休憩時間①		53	0
6891		Intern_Intern	休憩時間②		54	0
6892		Intern_Intern	休憩時間③		55	0
6893		Intern_Intern	休憩時間合計		56	0
6894		Intern_Intern	所定労働時間 / 日		57	0
6895		Intern_Intern	所定労働時間 / 週		58	0
6896		Intern_Intern	所定労働時間 / 月		59	0
6897		Intern_Intern	所定労働時間 / 年		60	0
6898		Intern_Intern	年間労働日数 / 日（1年目）		61	0
6899		Intern_Intern	年間労働日数 / 日（2年目）		62	0
6900		Intern_Intern	年間労働日数 / 日（3年目）		63	0
6901		Intern_Intern	年間労働日数 / 日（4年目）		64	0
6902		Intern_Intern	年間労働日数 / 日（5年目）		65	0
6903		Intern_Intern	時間外労働有無		66	0
6904		Intern_Intern	年間休日日数		67	0
6905		Intern_Intern	休日形態について		68	0
6906		Intern_Intern	入国後講習時間		69	0
6907		Intern_Intern	実習時間 / 1年		70	0
6908		Intern_Intern	技能実習の延べ期間		71	0
6909		Intern_Intern	変形労働時間制		72	0
6910		Intern_Intern	交代制勤務①		73	0
6911		Intern_Intern	交代制勤務②		74	0
6912		Intern_Intern	交代制勤務③		75	0
6913		Intern_Intern	年次有給休暇 6か月継続勤務		76	0
6914		Intern_Intern	年次有給休暇 継続勤務6か月未満		77	0
6915		Intern_Intern	休暇について		78	0
6916		Intern_Intern	その他の休暇詳細 有給		79	0
6917		Intern_Intern	その他の休暇詳細 無給		80	0
6918		Intern_Intern	支払区分		81	0
6919		Intern_Intern	実習１号 1か月あたりの給料		82	0
6920		Intern_Intern	実習１号 1日あたりの給料		83	0
6921		Intern_Intern	実習１号 1時間あたりの給料		84	0
6922		Intern_Intern	実習２号 1か月あたりの給料		85	0
6923		Intern_Intern	実習２号 1日あたりの給料		86	0
6924		Intern_Intern	実習２号 1時間あたりの給料		87	0
6925		Intern_Intern	実習３号 1か月あたりの給料		88	0
6926		Intern_Intern	実習３号 1日あたりの給料		89	0
6927		Intern_Intern	実習３号 1時間あたりの給料		90	0
6928		Intern_Intern	通勤手当		91	0
6929		Intern_Intern	その他の手当名①		92	0
6930		Intern_Intern	諸手当①の支給額		93	0
6931		Intern_Intern	諸手当①の計算方法		94	0
6932		Intern_Intern	その他の手当名②		95	0
6933		Intern_Intern	諸手当②の支給額		96	0
6934		Intern_Intern	諸手当②の計算方法		97	0
6935		Intern_Intern	その他の手当名③		98	0
6936		Intern_Intern	諸手当③の支給額		99	0
6937		Intern_Intern	諸手当③の計算方法		100	0
6938		Intern_Intern	その他の手当名④		101	0
6939		Intern_Intern	諸手当④の支給額		102	0
6940		Intern_Intern	諸手当④の計算方法		103	0
6941		Intern_Intern	期末手当（賞与）		104	0
6942		Intern_Intern	賞与の支給額		105	0
6943		Intern_Intern	賞与の支払時期、その他条件		106	0
6944		Intern_Intern	休業手当の支給割合		107	0
6945		Intern_Intern	昇給		108	0
6946		Intern_Intern	昇給した際の昇給額		109	0
6947		Intern_Intern	昇給時期、その他条件		110	0
6948		Intern_Intern	退職金		111	0
6949		Intern_Intern	退職した際の金額		112	0
6950		Intern_Intern	退職の支払時期、その他条件		113	0
6951		Intern_Intern	法定超月60時間以内		114	0
6952		Intern_Intern	法定超月60時間超		115	0
6953		Intern_Intern	所定超		116	0
6954		Intern_Intern	法定休日労働		117	0
6955		Intern_Intern	法定外休日労働		118	0
6956		Intern_Intern	深夜労働		119	0
6957		Intern_Intern	賃金計算の締日①		120	0
6958		Intern_Intern	賃金計算の締日②		121	0
6959		Intern_Intern	賃金の支払日①		122	0
6960		Intern_Intern	賃金の支払日②		123	0
6961		Intern_Intern	賃金支払い方法		124	0
6962		Intern_Intern	賃金支払い時の控除		125	0
6963		Intern_Intern	社会保険 加入状況 厚生年金		126	0
6964		Intern_Intern	社会保険 加入状況 国民年金		127	0
6965		Intern_Intern	社会保険 加入状況 健康保険		128	0
6966		Intern_Intern	社会保険 加入状況 国民健康保険		129	0
6967		Intern_Intern	社会保険 加入状況 その他		130	0
6968		Intern_Intern	社会保険 控除総額		131	0
6969		Intern_Intern	労働保険 適用 雇用保険		132	0
6970		Intern_Intern	労働保険 適用 労災保険		133	0
6971		Intern_Intern	労働保険 控除総額		134	0
6972		Intern_Intern	税金関連 所得税		135	0
6973		Intern_Intern	税金関連 住民税		136	0
6974		Intern_Intern	雇入れ時の健康診断		137	0
6975		Intern_Intern	初回の定期健康診断		138	0
6976		Intern_Intern	その後の健康診断		139	0
6977		Intern_Intern	①技能実習生 概算額		140	0
6978		Intern_Intern	②食費 提供の有無		141	0
6979		Intern_Intern	②食費 食費負担額		142	0
6980		Intern_Intern	②食費 具体的な内容		143	0
6981		Intern_Intern	②食費 説明		144	0
6982		Intern_Intern	③居住費 居住費		145	0
6983		Intern_Intern	③居住費 具体的な内容		146	0
6984		Intern_Intern	③居住費 説明		147	0
6985		Intern_Intern	④水道光熱費 徴収の有無		148	0
6986		Intern_Intern	④水道光熱費 水道光熱費		149	0
6987		Intern_Intern	④水道光熱費 詳細		150	0
6988		Intern_Intern	⑤その他 費用の有無		151	0
6989		Intern_Intern	⑤その他 通信費		152	0
6990		Intern_Intern	⑤その他 内容１		153	0
6991		Intern_Intern	⑤その他 内容２		154	0
6992		Intern_Intern	⑤その他 内容３		155	0
6993		Intern_Intern	⑤その他 内容４		156	0
6994		Intern_Intern	⑤その他 具体的な便益の内容		157	0
6995		Intern_Intern	⑤その他 説明		158	0
6996		Intern_Intern	【認定申請時】提出先入管名		159	0
6997		Intern_Intern	【変更・更新申請時】提出先入管名		160	0
6998		Intern_Intern	旅券 番号		161	0
6999		Intern_Intern	旅券 有効期限		162	0
7000		Intern_Intern	入国地点 上陸予定港		163	0
7001		Intern_Intern	入国地点 滞在予定期間		164	0
7002		Intern_Intern	入国地点 査証申請予定地		165	0
7003		Intern_Intern	出入国 過去の出入国歴		166	0
7004		Intern_Intern	出入国 回数		167	0
7005		Intern_Intern	出入国 直近の出入国歴		168	0
7006		Intern_Intern	在留資格 現に有する在留資格		169	0
7007		Intern_Intern	在留資格 在留期間		170	0
7008		Intern_Intern	在留資格 在留カード番号		171	0
7009		Intern_Intern	在留資格 在留期間の満了日		172	0
7010		Intern_Intern	申請者・代理人 名前		173	0
7011		Intern_Intern	申請者・代理人 本人との関係		174	0
7012		Intern_Intern	申請者・代理人 電話番号		175	0
7013		Intern_Intern	申請者・代理人 郵便番号		176	0
7014		Intern_Intern	申請者・代理人 住所		177	0
7015		Intern_Intern	更新・変更許可申請の理由 【変更時】		178	0
7016		Intern_Intern	更新・変更許可申請の理由 【更新時】		179	0
7017		Intern_Intern	在日親族 記入		180	0
7018		Intern_Intern	在日親族 ①続柄		181	0
7019		Intern_Intern	在日親族 ①氏名		182	0
7020		Intern_Intern	在日親族 ①生年月日		183	0
7021		Intern_Intern	在日親族 ①国籍・地域		184	0
7022		Intern_Intern	在日親族 ①同居予定		185	0
7023		Intern_Intern	在日親族 ①勤務先・通学先		186	0
7024		Intern_Intern	在日親族 ①在留カード特別永住者証明書番号		187	0
7025		Intern_Intern	在日親族 ②続柄		188	0
7026		Intern_Intern	在日親族 ②氏名		189	0
7027		Intern_Intern	在日親族 ②生年月日		190	0
7028		Intern_Intern	在日親族 ②国籍・地域		191	0
7029		Intern_Intern	在日親族 ②同居予定		192	0
7030		Intern_Intern	在日親族 ②勤務先・通学先		193	0
7031		Intern_Intern	在日親族 ②在留カード特別永住者証明書番号		194	0
7032		Intern_Intern	在日親族 ③続柄		195	0
7033		Intern_Intern	在日親族 ③氏名		196	0
7034		Intern_Intern	在日親族 ③生年月日		197	0
7035		Intern_Intern	在日親族 ③国籍・地域		198	0
7036		Intern_Intern	在日親族 ③同居予定		199	0
7037		Intern_Intern	在日親族 ③勤務先・通学先		200	0
7038		Intern_Intern	在日親族 ③在留カード特別永住者証明書番号		201	0
7039		Intern_Intern	在日親族 ④続柄		202	0
7040		Intern_Intern	在日親族 ④氏名		203	0
7041		Intern_Intern	在日親族 ④生年月日		204	0
7042		Intern_Intern	在日親族 ④国籍・地域		205	0
7043		Intern_Intern	在日親族 ④同居予定		206	0
7044		Intern_Intern	在日親族 ④勤務先・通学先		207	0
7045		Intern_Intern	在日親族 ④在留カード特別永住者証明書番号		208	0
7046		Intern_Intern	在日親族 ⑤続柄		209	0
7047		Intern_Intern	在日親族 ⑤氏名		210	0
7048		Intern_Intern	在日親族 ⑤生年月日		211	0
7049		Intern_Intern	在日親族 ⑤国籍・地域		212	0
7050		Intern_Intern	在日親族 ⑤同居予定		213	0
7051		Intern_Intern	在日親族 ⑤勤務先・通学先		214	0
7052		Intern_Intern	在日親族 ⑤在留カード特別永住者証明書番号		215	0
7053		Intern_Intern	在日親族 ⑥続柄		216	0
7054		Intern_Intern	在日親族 ⑥氏名		217	0
7055		Intern_Intern	在日親族 ⑥生年月日		218	0
7056		Intern_Intern	在日親族 ⑥国籍・地域		219	0
7057		Intern_Intern	在日親族 ⑥同居予定		220	0
7058		Intern_Intern	在日親族 ⑥勤務先・通学先		221	0
7059		Intern_Intern	在日親族 ⑥在留カード特別永住者証明書番号		222	0
7060		Intern_Intern	学歴・職歴 ①自		223	0
7061		Intern_Intern	学歴・職歴 ①至		224	0
7062		Intern_Intern	学歴・職歴 ①学歴・勤務歴		225	0
7063		Intern_Intern	学歴・職歴 ②自		226	0
7064		Intern_Intern	学歴・職歴 ②至		227	0
7065		Intern_Intern	学歴・職歴 ②学歴・勤務歴		228	0
7066		Intern_Intern	学歴・職歴 ③自		229	0
7067		Intern_Intern	学歴・職歴 ③至		230	0
7068		Intern_Intern	学歴・職歴 ③学歴・勤務歴		231	0
7069		Intern_Intern	学歴・職歴 ④自		232	0
7070		Intern_Intern	学歴・職歴 ④至		233	0
7071		Intern_Intern	学歴・職歴 ④学歴・勤務歴		234	0
7072		Intern_Intern	学歴・職歴 ⑤自		235	0
7073		Intern_Intern	学歴・職歴 ⑤至		236	0
7074		Intern_Intern	学歴・職歴 ⑤学歴・勤務歴		237	0
7075		Intern_Intern	学歴・職歴 ⑥自		238	0
7076		Intern_Intern	学歴・職歴 ⑥至		239	0
7077		Intern_Intern	学歴・職歴 ⑥学歴・勤務歴		240	0
7078		Intern_Intern	現地で勤務 所属機関名		241	0
7079		Intern_Intern	現地で勤務 代表者の氏名		242	0
7080		Intern_Intern	現地で勤務 所在地		243	0
7081		Intern_Intern	現地で勤務 電話番号		244	0
7082		Intern_Intern	現地で勤務 メールアドレス		245	0
7083		Intern_Intern	現地で勤務 設立年月日		246	0
7084		Intern_Intern	現地で勤務 関係 入国前講習の実施に関与する者		247	0
